Age,Attrition,Department,Education,Gender,JobLevel,JobSatisfaction,MonthlyIncome,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
18,No,Research & Development,3,Female,1,3,1514,0,1,0,0,0
31,Yes,Human Resources,5,Male,1,1,2956,2,3,1,0,0
29,Yes,Human Resources,3,Male,1,1,2335,4,3,2,2,0
45,No,Sales,4,Female,2,3,5154,10,4,8,7,7
36,No,Research & Development,4,Female,2,2,6962,15,3,1,0,0
43,No,Sales,4,Male,2,4,5675,7,3,7,7,7
27,No,Research & Development,2,Female,1,4,2379,6,2,5,4,2
29,No,Research & Development,1,Male,1,4,3812,11,4,11,8,10
32,No,Sales,4,Male,2,4,4648,4,4,0,0,0
42,No,Research & Development,4,Male,1,3,2936,10,2,6,3,3
47,No,Research & Development,4,Female,1,3,2105,7,3,2,2,0
46,No,Research & Development,2,Male,3,4,8578,12,2,9,8,7
28,No,Human Resources,2,Male,1,4,2706,3,3,3,2,2
29,No,Research & Development,1,Male,2,3,6384,11,3,7,0,6
42,No,Research & Development,3,Male,1,3,3968,8,3,0,0,0
32,Yes,Sales,4,Male,2,2,9907,7,2,2,2,2
46,No,Sales,3,Female,4,1,13225,25,3,19,17,8
27,No,Sales,1,Female,2,3,3540,9,3,9,8,8
29,No,Human Resources,1,Male,1,2,2804,1,3,1,0,0
43,No,Research & Development,3,Female,5,3,19392,21,3,16,12,14
48,No,Research & Development,3,Male,5,2,19665,29,3,22,10,9
29,Yes,Research & Development,2,Male,1,4,2439,1,2,1,0,0
46,Yes,Sales,3,Female,3,2,7314,14,3,8,7,7
27,No,Research & Development,3,Female,1,1,4774,8,2,7,6,3
39,No,Research & Development,4,Male,2,4,3902,7,3,2,2,2
55,No,Research & Development,4,Male,1,4,2662,19,4,5,2,4
28,No,Sales,3,Female,1,2,2856,1,3,1,0,0
30,Yes,Sales,3,Male,1,4,1081,1,2,1,0,0
22,Yes,Research & Development,1,Male,1,2,2472,1,3,1,0,0
36,No,Sales,4,Female,2,3,5673,10,3,10,9,7
31,No,Research & Development,3,Male,2,3,4197,10,3,10,8,2
34,No,Sales,3,Male,3,4,9713,9,3,5,3,0
29,No,Research & Development,3,Male,1,1,2062,11,3,3,2,2
37,No,Research & Development,4,Male,2,1,4284,16,3,5,3,4
35,No,Research & Development,2,Female,2,2,4788,4,3,3,2,2
45,No,Research & Development,2,Female,2,4,5906,10,2,9,8,8
36,No,Human Resources,1,Male,2,4,3886,10,2,10,1,8
40,No,Research & Development,4,Male,4,1,16823,22,3,19,7,16
26,No,Research & Development,2,Female,1,3,2933,1,2,1,0,0
27,No,Sales,2,Female,2,3,6500,9,2,8,7,7
48,No,Research & Development,3,Female,4,4,17174,24,3,22,17,7
44,No,Research & Development,4,Male,2,1,5033,10,3,2,0,2
34,Yes,Research & Development,4,Male,1,1,2307,5,3,5,2,0
56,Yes,Research & Development,2,Male,1,4,2587,5,3,4,2,0
36,No,Sales,2,Male,2,2,5507,12,1,4,2,3
41,No,Sales,3,Female,2,2,4393,14,3,5,4,4
42,No,Research & Development,3,Male,3,1,13348,18,4,13,7,7
31,No,Sales,2,Female,2,4,6583,8,3,5,2,4
34,No,Sales,1,Female,2,4,8103,9,2,4,2,1
31,No,Research & Development,3,Female,1,3,3978,4,2,2,2,2
26,No,Research & Development,3,Male,1,4,2544,8,3,7,7,7
45,No,Research & Development,4,Male,2,3,5399,12,3,4,2,3
33,No,Sales,4,Male,2,3,5487,10,2,10,4,9
28,No,Sales,2,Male,2,4,6834,7,3,7,7,7
29,Yes,Sales,3,Male,1,1,1091,1,3,1,0,0
39,No,Sales,4,Female,2,3,5736,10,3,3,2,2
27,No,Research & Development,4,Male,1,2,2226,6,2,5,3,2
34,No,Research & Development,4,Male,2,4,5747,16,3,15,10,11
28,Yes,Sales,2,Female,2,3,9854,6,3,2,0,2
47,No,Research & Development,4,Male,2,2,5467,16,4,8,7,7
56,No,Sales,5,Female,2,1,5380,6,3,0,0,0
39,No,Research & Development,2,Male,2,1,5151,10,3,10,0,9
38,No,Research & Development,3,Female,2,2,2133,20,3,20,11,7
58,No,Sales,3,Female,4,4,17875,29,2,1,0,0
32,Yes,Research & Development,2,Female,1,3,2432,8,3,4,1,3
38,No,Research & Development,2,Male,1,4,4771,10,4,5,2,3
49,No,Research & Development,1,Male,5,4,19161,28,3,5,4,3
42,No,Sales,4,Male,2,4,5087,14,3,0,0,0
27,Yes,Human Resources,3,Female,1,2,2863,1,3,1,0,0
35,No,Sales,4,Male,2,1,5561,6,1,5,3,4
28,No,Research & Development,3,Male,1,3,2144,5,2,5,3,4
31,No,Research & Development,2,Male,1,1,3065,4,4,4,2,3
36,No,Research & Development,4,Male,1,2,2810,5,3,5,4,2
34,No,Sales,3,Male,3,4,9888,14,2,14,8,1
34,No,Sales,4,Male,3,3,8628,9,2,8,7,1
26,No,Research & Development,3,Male,1,1,2867,8,2,7,7,6
29,No,Research & Development,3,Male,2,1,5373,6,2,5,3,2
32,No,Research & Development,4,Female,2,4,6667,9,3,5,1,2
31,No,Research & Development,3,Male,2,1,5003,10,3,10,8,7
28,Yes,Research & Development,3,Male,1,4,2367,6,2,4,1,3
38,No,Sales,3,Male,1,1,2858,20,2,1,0,0
35,No,Sales,4,Female,2,4,5204,10,3,10,8,9
27,No,Sales,3,Male,2,4,4105,7,3,7,7,7
32,No,Research & Development,4,Male,2,4,9679,8,3,1,0,0
31,Yes,Sales,4,Male,2,4,5617,10,3,10,7,8
53,Yes,Sales,4,Male,3,1,10448,15,2,2,2,2
54,No,Research & Development,2,Female,2,3,2897,9,2,4,3,3
33,No,Research & Development,2,Male,2,3,5968,9,3,9,7,8
43,No,Research & Development,3,Male,3,3,7510,10,3,10,9,9
38,No,Human Resources,4,Male,1,2,2991,7,3,6,2,2
55,No,Human Resources,4,Male,5,2,19636,35,3,10,9,4
31,No,Research & Development,1,Female,1,4,1129,1,3,1,0,0
39,No,Sales,4,Male,4,1,13341,21,3,20,8,10
42,No,Research & Development,2,Male,2,3,4332,20,3,20,9,7
31,No,Research & Development,3,Female,3,3,11031,13,4,11,7,8
54,No,Research & Development,3,Female,2,1,4440,9,3,5,2,4
24,No,Research & Development,2,Male,2,3,4617,4,2,4,3,2
23,No,Research & Development,2,Male,1,4,2647,5,4,5,2,4
40,No,Research & Development,3,Female,2,3,6323,10,4,10,9,4
40,No,Sales,2,Female,2,2,5677,15,3,11,8,10
25,No,Human Resources,3,Female,1,2,2187,6,3,2,0,2
30,No,Research & Development,2,Male,1,2,3748,12,2,12,8,7
25,No,Research & Development,1,Male,1,3,3977,7,2,2,2,2
47,No,Research & Development,3,Male,3,3,8633,25,3,17,14,11
33,No,Research & Development,2,Male,1,3,2008,1,2,1,1,0
38,No,Sales,4,Male,2,2,4440,16,3,15,13,8
31,No,Sales,2,Male,1,3,3067,3,3,2,2,2
38,No,Research & Development,4,Male,2,3,5321,10,3,8,3,7
42,No,Research & Development,4,Male,2,1,5410,9,2,4,3,2
41,No,Research & Development,3,Male,1,4,2782,12,3,5,3,0
47,No,Research & Development,1,Female,3,2,11957,14,1,13,8,12
35,No,Research & Development,4,Male,1,3,2660,5,3,2,2,2
22,No,Research & Development,2,Male,1,3,3375,4,4,3,2,2
35,No,Research & Development,4,Male,2,3,5098,10,3,10,7,8
33,No,Research & Development,2,Female,2,4,4878,10,3,9,7,1
32,No,Research & Development,4,Female,1,2,2837,6,3,6,2,1
40,No,Research & Development,4,Male,1,4,2406,8,2,1,0,0
32,No,Sales,4,Male,1,2,2269,3,3,2,2,2
39,No,Research & Development,1,Male,2,4,4108,18,3,7,7,7
38,No,Research & Development,3,Female,3,3,13206,20,3,18,16,11
32,No,Sales,4,Female,3,4,10422,14,3,14,10,7
37,No,Research & Development,3,Female,3,4,13744,16,3,16,11,8
25,No,Sales,2,Female,2,3,4907,6,2,5,3,4
52,No,Sales,4,Male,1,4,3482,16,2,9,8,0
44,No,Research & Development,3,Male,1,4,2436,6,3,4,3,2
21,No,Sales,1,Male,1,1,2380,2,3,2,2,2
39,No,Research & Development,3,Male,5,4,19431,21,2,6,0,3
23,Yes,Sales,3,Male,1,1,1790,1,2,1,0,0
36,No,Sales,3,Female,3,4,7644,10,3,9,7,4
36,No,Research & Development,2,Female,2,2,5131,18,3,4,2,2
56,No,Research & Development,4,Male,2,3,6306,13,2,13,12,9
29,Yes,Research & Development,4,Male,1,4,4787,4,4,2,2,2
42,No,Research & Development,3,Male,5,3,18880,24,2,22,6,14
56,Yes,Research & Development,2,Male,1,3,2339,14,1,10,9,8
41,No,Research & Development,4,Female,4,2,13570,21,3,20,7,10
34,No,Sales,3,Female,2,3,6712,8,3,8,7,7
36,No,Sales,4,Male,2,4,5406,15,2,15,12,11
41,No,Sales,3,Male,2,2,8938,14,3,5,4,4
32,No,Research & Development,3,Male,1,1,2439,4,3,4,2,2
35,No,Human Resources,4,Female,3,4,8837,9,3,9,0,7
38,No,Sales,2,Female,2,4,5343,10,3,10,7,9
50,Yes,Sales,4,Male,2,3,6728,12,3,6,3,1
36,No,Sales,4,Female,2,4,6652,8,2,6,3,0
45,No,Sales,3,Female,2,3,4850,8,3,5,3,1
40,No,Research & Development,4,Male,1,3,2809,8,3,2,2,2
35,No,Research & Development,4,Male,2,3,5689,10,4,10,2,2
40,No,Research & Development,4,Female,1,3,2001,20,3,5,3,2
35,No,Research & Development,4,Female,1,4,2977,4,3,4,3,1
29,No,Research & Development,2,Male,2,2,4025,10,3,4,3,3
29,No,Research & Development,4,Female,1,1,3785,5,1,5,4,4
50,Yes,Sales,3,Male,3,1,10854,20,3,3,2,0
39,No,Sales,1,Female,4,4,12031,21,2,20,9,6
31,No,Research & Development,3,Male,2,1,9936,10,3,9,4,7
26,No,Sales,3,Female,1,3,2966,5,3,4,2,0
36,No,Research & Development,2,Male,2,4,2571,17,3,5,2,3
39,No,Research & Development,1,Male,3,1,9991,9,3,7,7,7
27,No,Research & Development,3,Male,2,2,6142,6,3,6,2,3
49,No,Sales,3,Male,2,2,5390,17,2,9,6,8
34,No,Research & Development,3,Male,2,3,4404,6,4,4,3,2
